sales_id,date,bar_id,beer_id,volume_liters,spoil_volume_liters,transport_temp_c,revenue_eur,cost_eur
2002,2025-03-11,19,6,32.7,0.0,7.1,163.5,49.05
2003,2025-03-11,3,4,43.7,0.0,5.4,253.46,83.03
2004,2025-03-11,17,3,69.3,0.0,8.4,450.45,145.53
2005,2025-03-11,19,4,51.5,0.0,5.9,298.7,97.85
2006,2025-03-11,12,1,33.1,0.0,6.2,148.95,39.72
2007,2025-03-11,23,1,81.0,0.0,5.4,364.5,97.2
2008,2025-03-11,4,5,74.9,0.0,7.5,524.3,172.27
2009,2025-03-11,23,6,52.5,0.0,8.0,262.5,78.75
2010,2025-03-11,27,6,40.6,0.0,7.8,203.0,60.9
2011,2025-03-12,12,4,57.4,0.0,5.1,332.92,109.06
2012,2025-03-12,3,3,80.6,0.0,0.7,523.9,169.26
2013,2025-03-12,16,6,90.1,0.0,7.0,450.5,135.15
2014,2025-03-12,9,1,53.3,0.0,5.8,239.85,63.96
2015,2025-03-12,24,5,42.3,0.0,4.5,296.1,97.29
2016,2025-03-12,18,6,31.7,0.0,8.1,158.5,47.55
2017,2025-03-12,20,2,55.0,0.0,8.6,264.0,77.0
2018,2025-03-12,9,4,29.2,0.0,5.5,169.36,55.48
2019,2025-03-12,13,1,73.3,12.6,9.3,273.15,87.96
2020,2025-03-12,18,5,61.9,0.0,5.5,433.3,142.37
2021,2025-03-12,5,5,66.5,0.0,2.8,465.5,152.95
2022,2025-03-12,8,3,88.7,0.0,5.4,576.55,186.27
2023,2025-03-12,7,3,61.0,0.0,8.8,396.5,128.1
2024,2025-03-12,18,1,64.5,0.0,8.1,290.25,77.4
2025,2025-03-12,9,6,43.1,0.0,4.7,215.5,64.65
2026,2025-03-12,17,2,74.2,0.0,6.6,356.16,103.88
2027,2025-03-12,2,2,54.3,0.0,10.9,260.64,76.02
2028,2025-03-12,22,4,48.9,0.0,3.8,283.62,92.91
2029,2025-03-12,27,6,96.2,0.0,-2.1,481.0,144.3
2030,2025-03-12,6,1,50.7,0.0,3.5,228.15,60.84
2031,2025-03-12,2,2,83.6,0.0,4.0,401.28,117.04
2032,2025-03-12,26,2,76.3,0.0,6.7,366.24,106.82
2033,2025-03-12,11,2,70.2,0.0,8.9,336.96,98.28
2034,2025-03-12,21,4,97.9,0.0,6.6,567.82,186.01
2035,2025-03-12,14,3,86.4,0.0,6.8,561.6,181.44
2036,2025-03-12,9,4,57.6,0.0,5.4,334.08,109.44
2037,2025-03-12,24,2,33.7,0.0,4.8,161.76,47.18
2038,2025-03-12,23,2,32.2,0.0,8.9,154.56,45.08
2039,2025-03-12,20,1,57.8,0.0,3.7,260.1,69.36
2040,2025-03-12,12,6,33.9,6.6,4.2,136.5,50.85
2041,2025-03-13,27,6,70.4,0.0,4.8,352.0,105.6
2042,2025-03-13,13,6,53.2,0.0,5.3,266.0,79.8
2043,2025-03-13,15,5,22.6,0.0,-0.9,158.2,51.98
2044,2025-03-13,6,1,51.8,0.0,5.8,233.1,62.16
2045,2025-03-13,15,4,53.3,0.0,6.3,309.14,101.27
2046,2025-03-13,30,1,53.8,0.0,5.3,242.1,64.56
2047,2025-03-13,23,1,75.1,0.0,5.8,337.95,90.12
2048,2025-03-13,13,4,59.5,0.0,4.6,345.1,113.05
2049,2025-03-13,12,1,46.2,0.0,8.9,207.9,55.44
2050,2025-03-13,14,5,37.9,0.0,7.8,265.3,87.17
2051,2025-03-13,10,1,84.8,0.0,5.8,381.6,101.76
2052,2025-03-13,14,2,53.3,0.0,1.5,255.84,74.62
2053,2025-03-13,25,2,99.7,0.0,4.9,478.56,139.58
2054,2025-03-13,20,2,65.3,0.0,7.6,313.44,91.42
2055,2025-03-13,4,2,42.3,0.0,2.0,203.04,59.22
2056,2025-03-13,16,2,80.1,0.0,9.5,384.48,112.14
2057,2025-03-13,28,6,33.8,0.0,4.9,169.0,50.7
2058,2025-03-13,3,6,33.7,0.0,6.3,168.5,50.55
2059,2025-03-13,8,3,55.0,0.0,-0.1,357.5,115.5
2060,2025-03-13,3,2,23.8,0.0,-0.5,114.24,33.32
2061,2025-03-13,16,2,63.7,0.0,5.1,305.76,89.18
2062,2025-03-14,9,6,60.7,7.6,11.1,265.5,91.05
2063,2025-03-14,1,2,49.3,0.0,5.0,236.64,69.02
2064,2025-03-14,15,5,57.2,0.0,5.0,400.4,131.56
2065,2025-03-14,2,2,24.3,0.0,5.6,116.64,34.02
2066,2025-03-14,12,5,81.9,0.0,3.2,573.3,188.37
2067,2025-03-14,13,5,97.9,0.0,9.1,685.3,225.17
2068,2025-03-14,13,2,95.5,0.0,4.1,458.4,133.7
2069,2025-03-14,25,2,37.8,0.0,3.5,181.44,52.92
2070,2025-03-14,6,1,88.1,0.0,8.6,396.45,105.72
2071,2025-03-14,6,2,87.4,0.0,5.0,419.52,122.36
2072,2025-03-14,12,2,74.9,0.0,10.0,359.52,104.86
2073,2025-03-14,17,3,29.3,0.0,8.8,190.45,61.53
2074,2025-03-14,16,1,21.5,0.0,6.9,96.75,25.8
2075,2025-03-14,15,2,70.3,0.0,7.4,337.44,98.42
2076,2025-03-14,21,5,72.3,0.0,5.8,506.1,166.29
2077,2025-03-14,5,2,75.4,0.0,7.3,361.92,105.56
2078,2025-03-14,23,4,44.5,0.0,6.1,258.1,84.55
2079,2025-03-14,27,4,51.9,0.0,1.8,301.02,98.61
2080,2025-03-14,12,5,25.5,0.0,6.9,178.5,58.65
2081,2025-03-14,13,1,55.8,0.0,2.2,251.1,66.96
2082,2025-03-14,1,5,23.8,5.8,11.3,126.0,54.74
2083,2025-03-14,11,5,75.8,0.0,5.7,530.6,174.34
2084,2025-03-14,14,3,85.0,0.0,6.2,552.5,178.5
2085,2025-03-14,13,6,26.7,9.5,-0.1,86.0,40.05
2086,2025-03-14,20,1,23.7,0.0,4.1,106.65,28.44
2087,2025-03-14,10,4,78.3,8.5,14.0,404.84,148.77
2088,2025-03-14,28,4,77.5,25.0,13.9,304.5,147.25
2089,2025-03-14,28,2,98.0,0.0,8.2,470.4,137.2
2090,2025-03-14,26,6,42.3,0.0,2.1,211.5,63.45
2091,2025-03-14,30,5,56.3,0.0,2.3,394.1,129.49
2092,2025-03-14,16,3,67.3,0.0,10.3,437.45,141.33
2093,2025-03-14,26,2,73.8,0.0,1.6,354.24,103.32
2094,2025-03-14,10,2,49.8,0.0,4.0,239.04,69.72
2095,2025-03-14,22,1,75.2,0.0,6.0,338.4,90.24
2096,2025-03-14,2,4,45.1,0.0,5.9,261.58,85.69
2097,2025-03-14,9,6,59.6,0.0,2.1,298.0,89.4
2098,2025-03-14,13,1,70.5,0.0,3.0,317.25,84.6
2099,2025-03-14,20,3,40.6,0.0,7.3,263.9,85.26
2100,2025-03-14,8,1,64.4,0.0,4.3,289.8,77.28
2101,2025-03-15,3,4,25.5,0.0,5.4,147.9,48.45
2102,2025-03-15,3,2,35.7,0.0,8.7,171.36,49.98
2103,2025-03-15,10,6,73.0,0.0,4.7,365.0,109.5
2104,2025-03-15,13,4,54.2,0.0,8.8,314.36,102.98
2105,2025-03-15,15,3,45.3,0.0,2.4,294.45,95.13
2106,2025-03-15,18,6,66.6,0.0,4.6,333.0,99.9
2107,2025-03-15,9,1,63.4,0.0,8.9,285.3,76.08
2108,2025-03-15,28,4,74.4,22.5,11.0,301.02,141.36
2109,2025-03-15,18,2,30.2,0.0,3.4,144.96,42.28
2110,2025-03-15,11,5,80.8,0.0,8.1,565.6,185.84
2111,2025-03-15,28,4,46.3,0.0,6.9,268.54,87.97
2112,2025-03-15,26,2,27.9,0.0,4.2,133.92,39.06
2113,2025-03-15,13,2,79.9,0.0,2.1,383.52,111.86
2114,2025-03-15,15,4,46.0,0.0,4.9,266.8,87.4
2115,2025-03-15,25,2,52.6,0.0,6.5,252.48,73.64
2116,2025-03-15,16,4,59.9,0.0,8.8,347.42,113.81
2117,2025-03-15,15,2,52.3,0.0,6.7,251.04,73.22
2118,2025-03-15,24,1,42.8,8.4,4.5,154.8,51.36
2119,2025-03-15,10,4,28.5,0.0,10.4,165.3,54.15
2120,2025-03-15,17,3,81.2,0.0,5.8,527.8,170.52
2121,2025-03-15,8,1,82.4,0.0,8.8,370.8,98.88
2122,2025-03-15,10,1,36.2,0.0,8.7,162.9,43.44
2123,2025-03-15,16,2,37.8,0.0,2.4,181.44,52.92
2124,2025-03-15,12,5,41.7,10.8,9.1,216.3,95.91
2125,2025-03-15,26,2,91.4,0.0,6.5,438.72,127.96
2126,2025-03-15,22,2,58.1,0.0,4.4,278.88,81.34
2127,2025-03-15,25,6,89.9,0.0,6.1,449.5,134.85
2128,2025-03-15,19,5,20.8,0.0,4.7,145.6,47.84
2129,2025-03-16,7,2,54.3,0.0,3.2,260.64,76.02
2130,2025-03-16,16,5,37.9,0.0,2.5,265.3,87.17
2131,2025-03-16,24,3,86.4,0.0,4.9,561.6,181.44
2132,2025-03-16,27,2,48.8,0.0,2.8,234.24,68.32
2133,2025-03-16,21,4,75.4,0.0,2.9,437.32,143.26
2134,2025-03-16,10,6,53.1,0.0,8.0,265.5,79.65
2135,2025-03-16,24,4,26.8,0.0,7.1,155.44,50.92
2136,2025-03-16,24,6,32.1,0.0,7.1,160.5,48.15
2137,2025-03-16,12,5,75.6,0.0,5.6,529.2,173.88
2138,2025-03-16,3,5,60.6,0.0,2.9,424.2,139.38
2139,2025-03-16,13,4,35.1,0.0,7.8,203.58,66.69
2140,2025-03-16,22,2,93.6,0.0,8.8,449.28,131.04
2141,2025-03-16,14,5,68.0,0.0,8.0,476.0,156.4
2142,2025-03-16,13,4,67.0,0.0,7.0,388.6,127.3
2143,2025-03-16,19,4,37.3,0.0,7.4,216.34,70.87
2144,2025-03-16,18,4,92.5,0.0,5.1,536.5,175.75
2145,2025-03-16,24,6,48.5,0.0,4.2,242.5,72.75
2146,2025-03-16,19,6,21.8,0.0,1.9,109.0,32.7
2147,2025-03-16,2,6,97.3,0.0,9.6,486.5,145.95
2148,2025-03-16,4,2,79.5,0.0,6.0,381.6,111.3
2149,2025-03-16,16,5,92.9,0.0,8.3,650.3,213.67
2150,2025-03-16,21,3,73.2,0.0,2.5,475.8,153.72
2151,2025-03-16,3,2,90.1,0.0,4.4,432.48,126.14
2152,2025-03-16,8,3,44.4,0.0,12.3,288.6,93.24
2153,2025-03-17,7,6,72.1,0.0,5.5,360.5,108.15
2154,2025-03-17,27,4,32.8,0.0,7.0,190.24,62.32
2155,2025-03-17,13,5,43.6,0.0,5.3,305.2,100.28
2156,2025-03-17,8,5,60.3,0.0,9.8,422.1,138.69
2157,2025-03-17,18,3,46.8,0.0,2.3,304.2,98.28
2158,2025-03-17,28,5,52.7,0.0,3.0,368.9,121.21
2159,2025-03-17,4,2,95.1,0.0,2.7,456.48,133.14
2160,2025-03-17,30,3,73.2,27.0,6.8,300.3,153.72
2161,2025-03-17,17,3,35.1,0.0,9.9,228.15,73.71
2162,2025-03-17,20,3,29.9,0.0,4.6,194.35,62.79
2163,2025-03-17,12,6,23.5,0.0,5.7,117.5,35.25
2164,2025-03-17,21,5,91.8,0.0,8.4,642.6,211.14
2165,2025-03-17,10,2,29.7,0.0,4.9,142.56,41.58
2166,2025-03-17,15,5,46.7,0.0,7.0,326.9,107.41
2167,2025-03-17,24,5,26.1,0.0,4.5,182.7,60.03
2168,2025-03-17,30,3,82.1,0.0,7.5,533.65,172.41
2169,2025-03-17,1,1,47.6,0.0,8.0,214.2,57.12
2170,2025-03-17,20,3,47.8,0.0,8.8,310.7,100.38
2171,2025-03-18,13,4,78.1,0.0,5.6,452.98,148.39
2172,2025-03-18,5,5,30.6,0.0,9.3,214.2,70.38
2173,2025-03-18,18,4,63.2,0.0,3.0,366.56,120.08
2174,2025-03-18,9,4,83.8,0.0,3.4,486.04,159.22
2175,2025-03-18,1,6,79.5,0.0,7.7,397.5,119.25
2176,2025-03-18,25,3,22.4,0.0,4.1,145.6,47.04
2177,2025-03-18,16,5,79.5,0.0,4.2,556.5,182.85
2178,2025-03-18,3,4,93.8,0.0,7.1,544.04,178.22
2179,2025-03-18,2,6,77.6,0.0,3.9,388.0,116.4
2180,2025-03-18,15,2,53.1,0.0,7.7,254.88,74.34
2181,2025-03-18,1,6,66.3,0.0,4.4,331.5,99.45
2182,2025-03-18,1,4,32.6,0.0,9.4,189.08,61.94
2183,2025-03-18,22,3,94.4,0.0,5.6,613.6,198.24
2184,2025-03-18,28,6,59.1,0.0,7.7,295.5,88.65
2185,2025-03-18,30,5,81.3,0.0,5.3,569.1,186.99
2186,2025-03-18,28,1,88.0,0.0,8.9,396.0,105.6
2187,2025-03-18,15,1,93.7,0.0,6.5,421.65,112.44
2188,2025-03-18,4,2,23.1,0.0,5.3,110.88,32.34
2189,2025-03-18,7,6,45.3,0.0,4.9,226.5,67.95
2190,2025-03-18,3,2,64.3,0.0,6.3,308.64,90.02
2191,2025-03-18,30,3,34.6,13.0,3.3,140.4,72.66
2192,2025-03-18,29,3,94.1,0.0,10.7,611.65,197.61
2193,2025-03-18,2,1,95.7,0.0,2.3,430.65,114.84
2194,2025-03-18,9,1,97.7,0.0,6.6,439.65,117.24
2195,2025-03-18,25,4,48.2,0.0,4.6,279.56,91.58
2196,2025-03-18,10,6,72.4,0.0,6.6,362.0,108.6
2197,2025-03-18,19,5,46.8,0.0,6.6,327.6,107.64
2198,2025-03-18,28,2,35.6,0.0,5.2,170.88,49.84
2199,2025-03-18,21,1,69.0,0.0,5.4,310.5,82.8
2200,2025-03-18,1,3,51.1,5.5,9.3,296.4,107.31
2201,2025-03-18,20,5,74.3,0.0,8.4,520.1,170.89
2202,2025-03-19,12,5,92.2,0.0,4.7,645.4,212.06
2203,2025-03-19,16,1,54.7,0.0,4.7,246.15,65.64
2204,2025-03-19,20,1,43.9,0.0,6.2,197.55,52.68
2205,2025-03-19,7,6,58.9,0.0,5.6,294.5,88.35
2206,2025-03-19,25,2,54.4,0.0,4.1,261.12,76.16
2207,2025-03-19,16,3,52.0,0.0,6.5,338.0,109.2
2208,2025-03-19,10,1,32.2,0.0,2.0,144.9,38.64
2209,2025-03-19,16,1,90.6,0.0,5.0,407.7,108.72
2210,2025-03-19,28,5,61.2,0.0,6.7,428.4,140.76
2211,2025-03-19,8,1,85.8,0.0,8.4,386.1,102.96
2212,2025-03-19,20,4,36.9,0.0,7.5,214.02,70.11
2213,2025-03-19,13,2,28.5,0.0,6.0,136.8,39.9
2214,2025-03-19,17,4,79.5,0.0,2.5,461.1,151.05
2215,2025-03-19,3,6,85.7,0.0,11.7,428.5,128.55
2216,2025-03-19,13,6,21.0,0.0,0.9,105.0,31.5
2217,2025-03-19,11,1,91.2,0.0,8.3,410.4,109.44
2218,2025-03-19,21,6,80.4,0.0,5.1,402.0,120.6
2219,2025-03-19,5,3,91.7,0.0,7.1,596.05,192.57
2220,2025-03-20,2,4,96.7,0.0,7.4,560.86,183.73
2221,2025-03-20,27,5,93.2,0.0,5.1,652.4,214.36
2222,2025-03-20,22,3,20.6,0.0,7.2,133.9,43.26
2223,2025-03-20,11,5,44.1,0.0,9.0,308.7,101.43
2224,2025-03-20,25,1,86.2,0.0,7.3,387.9,103.44
2225,2025-03-20,17,6,85.8,0.0,4.0,429.0,128.7
2226,2025-03-20,29,3,27.9,0.0,5.2,181.35,58.59
2227,2025-03-20,7,5,83.7,0.0,3.5,585.9,192.51
2228,2025-03-20,20,3,86.9,0.0,1.7,564.85,182.49
2229,2025-03-20,21,2,21.8,3.6,6.9,87.36,30.52
2230,2025-03-20,17,6,20.8,0.0,5.7,104.0,31.2
2231,2025-03-20,7,2,80.5,0.0,4.1,386.4,112.7
2232,2025-03-20,25,5,46.9,0.0,7.9,328.3,107.87
2233,2025-03-20,18,6,94.0,0.0,5.5,470.0,141.0
2234,2025-03-20,10,4,47.4,0.0,8.1,274.92,90.06
2235,2025-03-20,7,4,71.7,0.0,5.4,415.86,136.23
2236,2025-03-20,10,3,98.1,0.0,7.0,637.65,206.01
2237,2025-03-20,29,5,26.3,0.0,5.0,184.1,60.49
2238,2025-03-20,20,1,71.7,0.0,4.2,322.65,86.04
2239,2025-03-20,5,6,87.4,0.0,8.0,437.0,131.1
2240,2025-03-20,2,2,68.5,0.0,6.0,328.8,95.9
2241,2025-03-20,18,2,84.0,0.0,6.3,403.2,117.6
2242,2025-03-21,9,6,59.0,0.0,9.9,295.0,88.5
2243,2025-03-21,13,5,23.9,0.0,6.7,167.3,54.97
2244,2025-03-21,2,6,65.0,0.0,3.8,325.0,97.5
2245,2025-03-21,26,1,59.5,0.0,6.8,267.75,71.4
2246,2025-03-21,19,6,63.1,0.0,6.7,315.5,94.65
2247,2025-03-21,23,4,68.7,0.0,7.5,398.46,130.53
2248,2025-03-21,15,4,63.4,0.0,6.9,367.72,120.46
2249,2025-03-21,11,3,27.2,0.0,6.1,176.8,57.12
2250,2025-03-21,9,2,78.2,0.0,6.6,375.36,109.48
2251,2025-03-21,18,4,26.9,0.0,4.8,156.02,51.11
2252,2025-03-21,24,3,95.2,0.0,7.5,618.8,199.92
2253,2025-03-21,19,2,86.9,0.0,7.3,417.12,121.66
2254,2025-03-21,15,5,58.9,0.0,5.1,412.3,135.47
2255,2025-03-21,25,6,77.0,0.0,7.2,385.0,115.5
2256,2025-03-21,12,2,95.8,0.0,6.9,459.84,134.12
2257,2025-03-21,4,3,30.6,0.0,8.5,198.9,64.26
2258,2025-03-21,19,4,72.4,0.0,9.0,419.92,137.56
2259,2025-03-21,21,6,41.7,0.0,5.3,208.5,62.55
2260,2025-03-21,10,6,68.9,12.4,6.4,282.5,103.35
2261,2025-03-21,20,2,66.5,0.0,7.7,319.2,93.1
2262,2025-03-21,6,1,91.8,0.0,5.6,413.1,110.16
2263,2025-03-21,11,1,21.2,0.0,5.6,95.4,25.44
2264,2025-03-21,15,6,26.9,0.0,5.8,134.5,40.35
2265,2025-03-21,2,4,50.1,0.0,5.3,290.58,95.19
2266,2025-03-21,3,3,66.4,0.0,7.2,431.6,139.44
2267,2025-03-21,9,4,37.8,0.0,8.7,219.24,71.82
2268,2025-03-21,24,5,59.9,0.0,7.9,419.3,137.77
2269,2025-03-21,3,4,39.8,0.0,2.0,230.84,75.62
2270,2025-03-21,10,4,37.5,0.0,5.5,217.5,71.25
2271,2025-03-21,17,2,62.2,0.0,6.9,298.56,87.08
2272,2025-03-21,18,5,98.4,0.0,8.1,688.8,226.32
2273,2025-03-21,25,3,92.4,0.0,5.1,600.6,194.04
2274,2025-03-21,27,4,66.1,0.0,11.0,383.38,125.59
2275,2025-03-21,2,5,31.2,0.0,4.8,218.4,71.76
2276,2025-03-21,4,5,57.1,0.0,8.1,399.7,131.33
2277,2025-03-21,3,2,73.2,0.0,4.8,351.36,102.48
2278,2025-03-22,19,1,47.2,0.0,4.1,212.4,56.64
2279,2025-03-22,4,4,28.4,0.0,7.9,164.72,53.96
2280,2025-03-22,3,1,66.7,0.0,4.2,300.15,80.04
2281,2025-03-22,19,5,82.8,0.0,7.2,579.6,190.44
2282,2025-03-22,2,4,22.9,0.0,0.6,132.82,43.51
2283,2025-03-22,28,1,29.0,0.0,5.7,130.5,34.8
2284,2025-03-22,8,1,51.2,0.0,6.5,230.4,61.44
2285,2025-03-22,21,4,67.9,0.0,8.2,393.82,129.01
2286,2025-03-22,1,6,64.6,0.0,7.7,323.0,96.9
2287,2025-03-22,18,4,64.1,0.0,4.8,371.78,121.79
2288,2025-03-22,29,4,55.9,0.0,7.4,324.22,106.21
2289,2025-03-22,8,2,93.8,0.0,4.2,450.24,131.32
2290,2025-03-22,30,5,37.6,0.0,5.2,263.2,86.48
2291,2025-03-22,7,2,72.3,0.0,7.6,347.04,101.22
2292,2025-03-22,7,4,78.6,0.0,3.6,455.88,149.34
2293,2025-03-22,30,4,61.5,0.0,7.0,356.7,116.85
2294,2025-03-22,30,5,58.5,0.0,8.1,409.5,134.55
2295,2025-03-22,20,1,95.9,0.0,8.2,431.55,115.08
2296,2025-03-22,20,4,70.7,0.0,2.9,410.06,134.33
2297,2025-03-22,16,5,51.8,0.0,4.1,362.6,119.14
2298,2025-03-22,10,6,68.7,0.0,8.2,343.5,103.05
2299,2025-03-22,7,5,33.1,0.0,3.8,231.7,76.13
2300,2025-03-22,2,5,72.5,0.0,8.6,507.5,166.75
2301,2025-03-22,8,3,63.6,0.0,8.9,413.4,133.56
2302,2025-03-22,6,2,37.6,0.0,1.6,180.48,52.64
2303,2025-03-22,25,5,24.3,0.0,6.3,170.1,55.89
2304,2025-03-22,23,1,85.0,0.0,12.9,382.5,102.0
2305,2025-03-22,2,3,36.5,0.0,6.7,237.25,76.65
2306,2025-03-22,18,4,97.0,0.0,6.5,562.6,184.3
2307,2025-03-22,8,3,55.8,0.0,3.8,362.7,117.18
2308,2025-03-22,16,1,99.3,0.0,6.5,446.85,119.16
2309,2025-03-22,17,5,45.0,0.0,-1.4,315.0,103.5
2310,2025-03-22,6,3,55.2,0.0,6.0,358.8,115.92
2311,2025-03-22,24,4,57.4,0.0,8.7,332.92,109.06
2312,2025-03-22,2,2,65.3,0.0,4.9,313.44,91.42
2313,2025-03-22,30,5,43.4,0.0,6.0,303.8,99.82
2314,2025-03-22,18,2,98.6,0.0,5.3,473.28,138.04
2315,2025-03-22,11,1,46.6,0.0,5.9,209.7,55.92
2316,2025-03-22,13,6,34.2,0.0,7.6,171.0,51.3
2317,2025-03-22,24,2,89.2,0.0,4.5,428.16,124.88
2318,2025-03-22,10,1,34.0,0.0,8.3,153.0,40.8
2319,2025-03-22,29,6,31.7,0.0,4.7,158.5,47.55
2320,2025-03-22,9,6,76.5,0.0,7.7,382.5,114.75
2321,2025-03-22,23,6,96.8,0.0,8.7,484.0,145.2
2322,2025-03-22,16,4,57.0,0.0,11.1,330.6,108.3
2323,2025-03-22,30,3,91.9,0.0,6.6,597.35,192.99
2324,2025-03-23,3,5,97.6,0.0,7.2,683.2,224.48
2325,2025-03-23,30,4,52.8,0.0,10.2,306.24,100.32
2326,2025-03-23,21,3,36.7,0.0,7.0,238.55,77.07
2327,2025-03-23,2,6,26.3,0.0,6.7,131.5,39.45
2328,2025-03-23,11,5,69.5,0.0,7.9,486.5,159.85
2329,2025-03-23,2,4,77.4,0.0,3.2,448.92,147.06
2330,2025-03-23,19,5,37.9,0.0,1.4,265.3,87.17
2331,2025-03-23,12,3,27.3,0.0,9.6,177.45,57.33
2332,2025-03-23,14,4,32.3,0.0,6.7,187.34,61.37
2333,2025-03-23,23,1,82.0,0.0,6.8,369.0,98.4
2334,2025-03-23,12,2,97.9,0.0,10.6,469.92,137.06
2335,2025-03-23,7,6,82.1,0.0,7.8,410.5,123.15
2336,2025-03-23,20,6,69.1,0.0,9.1,345.5,103.65
2337,2025-03-23,14,3,20.6,0.0,7.9,133.9,43.26
2338,2025-03-23,13,2,70.9,0.0,8.8,340.32,99.26
2339,2025-03-23,17,2,67.8,0.0,8.5,325.44,94.92
2340,2025-03-23,17,2,62.2,0.0,6.5,298.56,87.08
2341,2025-03-23,6,6,86.5,0.0,9.9,432.5,129.75
2342,2025-03-23,16,3,44.0,0.0,7.0,286.0,92.4
2343,2025-03-23,5,6,93.8,0.0,7.3,469.0,140.7
2344,2025-03-23,22,1,77.1,0.0,10.8,346.95,92.52
2345,2025-03-23,3,6,91.9,0.0,3.6,459.5,137.85
2346,2025-03-23,17,1,87.9,0.0,2.7,395.55,105.48
2347,2025-03-23,14,1,94.3,0.0,6.5,424.35,113.16
2348,2025-03-23,7,2,30.7,0.0,4.3,147.36,42.98
2349,2025-03-23,3,6,96.1,0.0,9.0,480.5,144.15
2350,2025-03-23,28,4,26.6,3.5,9.2,133.98,50.54
2351,2025-03-23,2,6,44.9,0.0,8.8,224.5,67.35
2352,2025-03-23,8,4,88.8,0.0,7.8,515.04,168.72
2353,2025-03-23,8,6,62.5,0.0,5.7,312.5,93.75
2354,2025-03-23,16,2,48.8,6.5,9.3,203.04,68.32
2355,2025-03-23,10,1,49.1,0.0,1.1,220.95,58.92
2356,2025-03-23,13,2,63.4,0.0,4.2,304.32,88.76
2357,2025-03-24,27,3,85.5,0.0,7.3,555.75,179.55
2358,2025-03-24,15,1,83.7,0.0,7.2,376.65,100.44
2359,2025-03-24,15,1,76.2,0.0,3.9,342.9,91.44
2360,2025-03-24,30,4,95.0,0.0,8.6,551.0,180.5
2361,2025-03-24,24,5,71.1,0.0,7.3,497.7,163.53
2362,2025-03-24,19,2,53.8,0.0,6.7,258.24,75.32
2363,2025-03-24,6,2,32.4,0.0,6.9,155.52,45.36
2364,2025-03-24,11,4,44.5,0.0,8.6,258.1,84.55
2365,2025-03-24,17,1,98.5,0.0,9.0,443.25,118.2
2366,2025-03-24,4,5,89.1,0.0,3.4,623.7,204.93
2367,2025-03-24,8,3,94.6,23.7,3.7,460.85,198.66
2368,2025-03-24,21,6,65.7,0.0,4.0,328.5,98.55
2369,2025-03-24,10,6,80.7,0.0,3.7,403.5,121.05
2370,2025-03-24,7,5,53.6,0.0,6.3,375.2,123.28
2371,2025-03-24,18,4,51.2,0.0,5.4,296.96,97.28
2372,2025-03-24,16,1,96.9,0.0,8.3,436.05,116.28
2373,2025-03-24,2,6,41.8,0.0,4.6,209.0,62.7
2374,2025-03-24,16,3,31.6,0.0,7.3,205.4,66.36
2375,2025-03-24,15,2,23.9,0.0,8.3,114.72,33.46
2376,2025-03-24,17,4,66.3,0.0,10.4,384.54,125.97
2377,2025-03-24,29,3,50.6,0.0,11.4,328.9,106.26
2378,2025-03-24,16,5,89.4,0.0,8.0,625.8,205.62
2379,2025-03-24,16,1,44.6,0.0,7.4,200.7,53.52
2380,2025-03-24,17,4,35.5,0.0,4.0,205.9,67.45
2381,2025-03-24,1,3,53.1,0.0,10.8,345.15,111.51
2382,2025-03-24,6,3,81.2,0.0,0.8,527.8,170.52
2383,2025-03-24,3,4,54.4,0.0,4.9,315.52,103.36
2384,2025-03-24,26,2,98.4,0.0,7.4,472.32,137.76
2385,2025-03-25,28,1,49.2,0.0,5.4,221.4,59.04
2386,2025-03-25,6,6,54.7,0.0,4.2,273.5,82.05
2387,2025-03-25,9,5,34.6,0.0,3.6,242.2,79.58
2388,2025-03-25,12,1,36.8,0.0,9.8,165.6,44.16
2389,2025-03-25,7,5,41.4,13.0,4.0,198.8,95.22
2390,2025-03-25,29,6,36.1,0.0,4.1,180.5,54.15
2391,2025-03-25,18,3,34.0,0.0,5.5,221.0,71.4
2392,2025-03-25,11,4,41.1,0.0,7.6,238.38,78.09
2393,2025-03-25,15,1,58.1,0.0,8.3,261.45,69.72
2394,2025-03-25,26,6,59.2,0.0,7.1,296.0,88.8
2395,2025-03-25,10,6,88.8,0.0,5.0,444.0,133.2
2396,2025-03-25,22,5,36.8,0.0,9.9,257.6,84.64
2397,2025-03-25,15,2,75.5,0.0,7.7,362.4,105.7
2398,2025-03-25,9,6,42.6,0.0,8.6,213.0,63.9
2399,2025-03-25,6,6,66.7,0.0,8.0,333.5,100.05
2400,2025-03-25,7,6,20.8,0.0,7.4,104.0,31.2
2401,2025-03-25,12,4,38.2,0.0,3.8,221.56,72.58
2402,2025-03-25,14,4,52.9,0.0,6.4,306.82,100.51
2403,2025-03-25,19,3,27.8,0.0,6.6,180.7,58.38
2404,2025-03-25,28,1,92.1,0.0,10.8,414.45,110.52
2405,2025-03-26,11,6,89.4,0.0,3.4,447.0,134.1
2406,2025-03-26,14,1,72.7,0.0,4.5,327.15,87.24
2407,2025-03-26,22,1,73.2,0.0,3.9,329.4,87.84
2408,2025-03-26,27,6,67.1,0.0,6.8,335.5,100.65
2409,2025-03-26,3,6,23.1,0.0,4.3,115.5,34.65
2410,2025-03-26,14,4,78.0,0.0,4.9,452.4,148.2
2411,2025-03-26,23,6,24.6,0.0,5.7,123.0,36.9
